,Nit No.,Title,Last Date,Published On
5320,2925,Corrigendum for Workstation,20-02-2013,07-02-2013
5321,2582,Supply and Installation of LED 26 T.V. for Institute Guest Houses,04-12-2012,19-11-2012
5322,2252,Multi tier Incubator Shaker,26-09-2012,05-09-2012
5323,1885,SUPPLY AND COMMISSIONING OF HEAT FLUX SENSORS - Re-invitation of bids,26-06-2012,12-06-2012
5324,1453,CORRIGENDUM REF NO:PHYS/UFO/04.DATE:30-01-2012.  NIQ FOR Purchase of Fiber optic components.,09-03-2012,27-02-2012
5325,1043,CORRIGENDUM Reference: This Office NIT No. IITD/DW/24 (E)/EE (E)/2011/62 Dated: 18.11.2011  Providing New Telephone.connection in newly constructed 96 Professors Houses near Taxila Apartment at IIT Delhi.,26-12-2011,09-12-2011
5326,688,NIQ FOR Texture Analyzer Fixtures,17-10-2011,04-10-2011
5327,236,NIQ FOR Renovation in 123 Nalanda Apartments in West Campus at IIT Delhi,01-06-2011,31-05-2011
5328,14044,Laptop,02-03-2021,16-02-2021
5329,13797,Supplying and installation of street lights along the path towards Udaigiri and Girnar Hostel behind Hospital at IIT Delhi,12-10-2020,06-10-2020
5330,13333,"Purchase and installation of an online Gas Chromatograph for analysis of H2S, COS, BTX and other compounds",17-03-2020,25-02-2020
5331,12801,Particle flow code 3D suite version 6.0,20-12-2019,29-11-2019
5332,12184,"AR & MO Central AC Plant & Package units etc. at IITDelhi Sub Head :-Annual maintenance of package & ductable type AC of VI LT-1 & 2, V LT-2, IV LT-3 and other site in IIT Delhi. ( Day to day operation is no cover in the scope of work )",11-09-2019,03-09-2019
5333,11312,Tribometer,05-04-2019,14-03-2019
5334,10862,CO2 INCUBATOR,17-01-2019,27-12-2018
5335,10225,Sub-Head- Cleaning of water storage tank (i.e. PVC and RCC water tank) in Boys Hostel area at IIT Delhi.,24-09-2018,29-08-2018
5336,9685,Glove Box Integrated System,09-05-2018,18-04-2018
5337,9228,Annual Renewal of Rockwell Automation software education licenses - 10 nos.,02-01-2018,19-12-2017
5338,8759,Name of work:  A/R & M/O buildings in residential area in East Campus at IIT Delhi.  Sub-Head :- Providing & Making temporary shed for parking in Kendriya Vidyalaya at IIT delhi.,19-09-2017,08-09-2017
5339,8329,Name of work-Providing and Fixing Wiremesh shutter in windows of himadri Hostel in East Campus at IIT Delhi. Sub Head - Civil Work.,23-06-2017,13-06-2017
5340,7784,Silicon on Insulator Wafers,15-03-2017,22-02-2017
5341,7384,UV Vis spectrophotometer,03-01-2017,13-12-2016
5342,7064,Turbo Powder Mixer,20-10-2016,06-10-2016
5343,6451,NW.. A.R and M.O E.I and fans i.c street light arrangements in residential area at IIT Delhi. SH.Replacement of burnt contractors at Kailash hostal and replacement of existing light with LED Light in East campus at IIT Delhi.,07-06-2016,01-06-2016
5344,6130,"SUPPLY, INSTALLATION AND COMMISSIONING OF CCTV SYSTEM AT CENTRAL LIBRARY INDIAN INSTITUTE OF TECHNOLOGY (IIT) DELHI, HAUZ KHAS, NEW DELHI",18-01-2016,11-01-2016
5345,5777,NIQ for Purchase Table And Chairs,18-09-2015,03-09-2015
5346,5444,Procurement of Aluminium Extension Tower Ladder,08-05-2015,20-04-2015
5347,5135,Name of Work Replacement of SON fitting with LED light fittings from gate near Mother dairy booth (East campus) to fountain roundabout in academic area at IIT Delhi.,22-01-2015,09-01-2015
5348,4783,UPGRADE OF EXISTING (INVIA SERIES) RENISHAW RAMAM SPECTROMETER WITH NEW LASER PACKAGE,08-10-2014,18-09-2014
5349,4441,"corrigendum..Supply, installation and integration of two (02) Microwave Ovens as a part of Equipment for teaching UG Biology Laboratory â€“ Item No. 01",02-07-2014,16-06-2014
5350,4129,Notice Inviting Quotation for Biaxial Testing Machine,17-03-2014,24-02-2014
5351,3893,CORRIGENDUM..Purchase of 140 Semi transparent (Glass Glass) PV Module,27-12-2013,19-12-2013
5352,3532,Procurement of Refill Cartridge for Zero-B filters 2 L and 4L for AC UNIT-I,09-09-2013,26-08-2013
5353,3227,CORRIGENDUM FOR A.R & M.O Buildings in Academic Area at IIT Delhi. S.H. Job work for Attending different complaints on contract basis in Academic Area at IIT Delhi,29-04-2013,23-04-2013
5354,2911,Digitization of Ph.D. Theses,20-02-2013,05-02-2013
5355,2595,Hydrogen Cylinder Manifold Cascade,04-12-2012,20-11-2012
5356,2253,Steam Generator,26-09-2012,05-09-2012
5357,1871,Portable Tabletop Sputtering Unit with Multiple Targets,25-06-2012,07-06-2012
5358,1385,"Applications are invited from reputed Vendors/Distributors/Publishers to seek enrollment as authorized vendor for supply of books to IIT Delhi. Prescribed Application Form and copy of Terms and Conditions may be collected from the office of the Prof. Incharge, Central Library, IIT Delhi",09-03-2012,18-02-2012
5359,1020,NIQ for LB film deposition system.,23-12-2011,05-12-2011
5360,704,"NIQ FOR ONE 55"" LED monitor",17-10-2011,10-10-2011
5361,39,NIQ For Vector Network Analzer.,06-04-2011,06-04-2011
5362,14045,MAC Laptop,02-03-2021,16-02-2021
5363,13774,Fully Automatic Programmable Autoclave,09-10-2020,18-09-2020
5364,13305,High-Speed THz Scanning System,16-03-2020,17-02-2020
5365,12805,Probe Sonicator with accessories,20-12-2019,29-11-2019
5366,12168,"Special Structural Repair of 72 Nos. A Type Houses ( A-7, A-10, A-11 & A-17 Blocks) in East Campus at IIT Delhi",11-09-2019,29-08-2019
5367,11316,Turbo Pumping Station,05-04-2019,15-03-2019
5368,10865,OPTICAL PARTICLE COUNTER,17-01-2019,27-12-2018
5369,10289,Anchoring of dry stone cladding open area at third floor and entrance of LHC at IIT Delhi. (Phase-1).,24-09-2018,07-09-2018
5370,9680,Infrared Laser,08-05-2018,17-04-2018
5371,9216,1.TMS320C6748 (LCDK) with XDS 100v3 JTAG Emulator    (Qt-07)   1a.TMS320C6748 LCDK Board   1b.USB Cable   1c.AC Power Cord(s) and Power Supply   1d.Quik Start Guide    1e.Technical reference manual   1f.Customer support Guide    1g.100v3 Emulator  2. OMAP-L137/TMS320C6747 Floating Point Starter Kit with Multichannel Audio daughter card : (Qt-01),01-01-2018,18-12-2017
5372,8784,Name of Work AR and M O E I and fans in Hostel area i c street light arrangement at IIT Delhi Sub head Rewinding and repairing of ceiling fans in hostel area,19-09-2017,14-09-2017
5373,8325,"Providing , Installation , Testing and Commissioning of remote Energy Monitoring System for Solar generation Station on the top of Block-II in IIT Delhi.",23-06-2017,13-06-2017
5374,7785,Silicon on Insulator Wafers,15-03-2017,22-02-2017
5375,7387,Purchase of a Braille Embosser for producing high resolution Tactile Graphics and Braille,03-01-2017,13-12-2016
5376,7051,NIQ for Printing of Annual Report 2015-2016.,19-10-2016,05-10-2016
5377,6441,"Name of Work. Supplying, installation, testing and commissioning SITC of Real Time Fuel Monitoring system of 3 DG Sets at IIT Delhi",06-06-2016,27-05-2016
5378,6084,A.R and M. O. D.G. Sets at IIT Delhi.. Sub Head - Round the clock operation of DG sets at IIT Delhi,18-01-2016,30-12-2015
5379,5778,UPS System,18-09-2015,03-09-2015
5380,5475,"N/W.A.R.and.M.O. E.I. and fans in Hostel Area i/c street light arrangement at IIT Delhi. SH..Replacement of damaged/burntout control boxes, painting and wiring of MH light fitting poles and grass cuttings feeder pillars in Old Basket Ball Court.",08-05-2015,06-05-2015
5381,5162,Name of Work.. Providing and fixing E.I. in renovation of different Labs/ Deptts / Offices in academic area at IIT Delhi.,22-01-2015,16-01-2015
5382,4799,Purchase of Confocal Displacement sensor with controller and accessories,08-10-2014,23-09-2014
5383,4442,"CORRIGENDUM..Supply, installation and integration of three (03) Gel Rockers as a part of Equipment for teaching UG Biology Laboratory Item No. 02",02-07-2014,16-06-2014
5384,4133,Supply Biaxial Testing Machine,17-03-2014,26-02-2014
5385,3835,Call for Quotations  International Exchange Programme Consultancy Firm Hiring,27-12-2013,28-11-2013
5386,3522,Data acquisition system,06-09-2013,21-08-2013
5387,3205,PURCHASE OF DigiPac SOFTWARE,26-04-2013,15-04-2013
5388,2936,Renovation of Store and Maintenance Unit in Academic Area at IIT Delhi. SH Civil Work.,20-02-2013,11-02-2013
5389,2596,Chasis Dynamometer Test on Tavera Vehicle (Mass Emission Test),04-12-2012,20-11-2012
5390,2254,Water Purification System,26-09-2012,05-09-2012
5391,1911,Name of work:- Providing and fixing E.I. for Fuming Hood in Fibre Science Laboratory TX-118 in Text. Tech. Deptt. in Academic Area at IIT Delhi.,25-06-2012,20-06-2012
5392,1402,P/F E.I in Block No. 11/291 of Chemical Engg. Deptt. in Academic Area at IIT Delhi.,09-03-2012,22-02-2012
5393,1031,"Executive  Engineer (C-I) IIT Delhi, Hauz Khas, New Delhi -110016.invites sealed Item Rate Quotation from bidders / Suppliers.",23-12-2011,07-12-2011
5394,705,"NIQ FOR one PTZ camera,Ampli-speaker,Microphone and ONE XGA LCD Projector",17-10-2011,10-10-2011
5395,35,NIQ FOR Microtyping system for forward and Revers Blood Grouping,05-04-2011,05-04-2011
5396,14050,Maintenance of horticulture work for IIT Delhi Campus,02-03-2021,17-02-2021
5397,13764,Ultra-Precision Five Axis CNC Diamond Turning Machine,08-10-2020,10-09-2020
5398,13330,"supply, installation and integration of fumehood with pull out cabinet",16-03-2020,24-02-2020
5399,12807,Data Acquisition System for model geothermal pile experimental setup,20-12-2019,29-11-2019
5400,12107,Purchase of a Modified Interface Test Apparatus Enhanced with Digital Imaging Capabilities,10-09-2019,20-08-2019
5401,11367,A/R and M/O DG Sets and Central AC Plant at IIT Delhi Subhead: Descaling of 2 x 135 TR AC Chiller unit of SIT Building AC Plant,05-04-2019,28-03-2019
5402,10866,DUST DISPERSER,17-01-2019,27-12-2018
5403,10324,S/I/T/C of digital earthing in friction and wear lab V-251 of ITMMEC Department in Academic Area at IIT Delhi.,24-09-2018,14-09-2018
5404,9681,THz Optical Components and sources (CW) tunable,08-05-2018,17-04-2018
5405,9246,"A.R and M.O. E.I and fans in hostel area i/c street light arrangement at IIT Delhi. Sub Head- Repair and Maintenance of E.I in 07Nos old Boys Hostels (Nilgiri, Karakoram, Aravli, Jwalamikhi, Kumaon, Vindhyachal and Shivalik) in west campus.",01-01-2018,22-12-2017
5406,8700,High Resolution Transmission Electron Microscope,18-09-2017,28-08-2017
5407,8299,Dip Coater,22-06-2017,08-06-2017
5408,7786,MAPLE software,15-03-2017,22-02-2017
5409,7426,"Name of work- Part renovation work in A, B, C, D and IVC type houses in East Campus area at IIT Delhi Sub-Head- Civil Work",03-01-2017,20-12-2016
5410,7052,NIQ for Printing of Convocation Brochure 2016.,19-10-2016,05-10-2016
5411,6438,Purchase of One unit of DC Rectifier for lab,03-06-2016,26-05-2016
5412,6103,Procurement of Wall Mounting Fan and Exhaust Fan and New Tek Fan Motor.,18-01-2016,05-01-2016
5413,5819,Mixed Domain Oscilloscope with built in Spectrum Analyzer,18-09-2015,18-09-2015
5414,5479,N/W..A.R.and.M.O. E.I. and fans in Hostel Area i/c street light arrangement at IIT Delhi. SH. Providing AC power point wiring and other minor works in P.T.I. Room and conference hall for sports office in RCA.,08-05-2015,06-05-2015
5415,5182,CORRIGENDUM..Name of Work Replacement of SON fitting with LED light fittings from gate near Mother dairy booth (East campus) to fountain roundabout in academic area at IIT Delhi.,22-01-2015,20-01-2015
5416,4776,NIQ for Rotary Evaporator,08-10-2014,18-09-2014
5417,4443,"CORRIGENDUM,,,Supply, installation and integration of three (03) Vacuum pumps as a part of Equipment for teaching UG Biology Laboratory .. Item No. 03",02-07-2014,16-06-2014
5418,4158,4 ball tester,16-03-2014,03-03-2014
5419,3866,AC DC Current Source,27-12-2013,09-12-2013
5420,3533,TOWER SERVER,06-09-2013,26-08-2013
5421,3208,Purchase of Dual wavelength He-Cd Laser (Extended Due Date ),26-04-2013,16-04-2013
5422,2947,Purchase of DMP Printer,20-02-2013,12-02-2013
5423,2605,Turbomolecular pump with Rotary Pump and Pressure Gauges,04-12-2012,22-11-2012
5424,2256,Chilled Water Circulator,26-09-2012,05-09-2012
5425,1924,Procurement of Zero-B Refill Cartridgrs,22-06-2012,22-06-2012
5426,1404,Providing and Fixing 3 phase points in Block-II-390 and II-371 of Chemical Engineering Deptt. in Acad.area at IIT Delhi.,09-03-2012,22-02-2012
5427,1098,"CORRIGENDUM Reference No:IITDIE.E(C-1)/201112350  Executive Engineer (C-I) IIT Delhi, Hauz Khas, New Delhi -110016.invites sealed Item Rate Quotation from bidders / Suppliers.",23-12-2011,21-12-2011
5428,615,Implementation of phase - 1  of Energy audit report at IIT Delhi. S.H. ;-Replacement of 40 years old lx80 TR and 2x60 TR reciprocating Chilling Machines with 3xlOO TR Energy efficient screw type Chilling Machines of MSB central AC Plant.,17-10-2011,21-09-2011
5429,36,NIQ FOR Automatic cell counter with Fluorescence detection system,05-04-2011,05-04-2011
5430,14051,Maintenance of horticulture work for IIT Delhi Campus.,02-03-2021,17-02-2021
5431,13772,Service (Hiring of Market Research Agency for Data Collection),08-10-2020,17-09-2020
5432,13373,"Name of work   : Minor renovation work in III-369 (Lab. Of Mech. Deptt.), VI-112 (Lab. Of Physics deptt.), II A-502 (CSE deptt.), IV-318 (Lab. Of Civil Engg.), DD (S&P) Office, Textile & fibre Engineering, providing & fixing aluminium glazed windows in MS-437 & WS-109B (C.WS), false ceiling in TX-105 & MS-538 and providing & fixing paver blocks outside CAS Lab. in Micromodel Complex in Academic Area at IIT Delhi.  Sub Head : - Civil Work.",16-03-2020,03-03-2020
5433,12837,"Preventive, Routine Maintenance of 2 X 750 KVA capacity Cummins Make D.G. Sets for LHC installed at IIT Delhi.",19-12-2019,05-12-2019
5434,12097,Waveguide and fiber optomechanics including accessories,09-09-2019,19-08-2019
5435,11315,Microwave Digester with all accessories,04-04-2019,14-03-2019
5436,10892,Name of work   :  A.R. & M.O. Building in Boys Hostel Maintenance Area at IIT Delhi during the year   			      2018-19.  Sub-Head         :  Providing & fixing Glass mossaic tiles in the pillars of mess in Kumaon Hostel at                                IIT Delhi.,17-01-2019,03-01-2019
5437,10353,N/W :- A.R. & M.O. Sub -Station at IIT Delhi. SH: Replacement of burntout two numbers L&T Make 630A three pole & neutral Switch Fuse Unit in Library Sub-Station.,24-09-2018,19-09-2018
5438,9667,Ballistic Grade Ultra High Molecular Weight Poly Ethylene Fabrics,07-05-2018,16-04-2018
5439,9185,Co-Rotating Twin Screw Extruder,29-12-2017,07-12-2017
5440,8704,Freeze Dryer,18-09-2017,28-08-2017
5441,8255,Microplate Spectrophotometer,22-06-2017,01-06-2017
5442,7843,Granite Assembly (As per drawing),14-03-2017,06-03-2017
5443,7428,"Supply of 50 Non-Commercial Front Loading Washing Machines, any of the following company- LG/IFB/Videocon/Whirlpool",03-01-2017,20-12-2016
5444,6999,3 phase AC programmable source,19-10-2016,28-09-2016
5445,6414,High purity gases for semiconducting films growth,02-06-2016,12-05-2016
5446,6120,"Providing and fixing E.I in renovation of VI-233, 322, MS-705, MS-716 and other different laboratories/ Offices/ Deptt. in Academic Area at IIT Delhi.",18-01-2016,11-01-2016
5447,5783,NIT for Rate Contract (RC) for PrePrinted Paper based Stationery,18-09-2015,04-09-2015
5448,5469,Providing E.I and fans for construction of temporary community facility centre in east campus at IIT Delhi.,07-05-2015,30-04-2015
5449,5110,Purchase of Spectrometer and CCD camera with related accessories,21-01-2015,31-12-2014
5450,4768,Purchase of Sourcemeter and Nanovoltmeter,07-10-2014,17-09-2014
5451,4444,"CORRIGENDUM...Supply, installation and integration of five (05) Vortex Mixers as a part of Equipment for teaching UG Biology Laboratory .. Item No. 05",02-07-2014,16-06-2014
5452,4136,Purchase of Work Station. Apple MacPro,14-03-2014,26-02-2014
5453,3876,Sealed Maintenance Free VRLA Batteries with buy back condition for the old 100 AH SMF VRLA Batteries,27-12-2013,13-12-2013
5454,3540,AR and MO. Sub-Station at IIT Delhi. SH. Laying of H.T. cable for Hostel area (west campus) Load,06-09-2013,27-08-2013
5455,3199,A/R and M/O Buildings in Academic Area at IIT Delhi. S.H. Job work for attending different complaints on contract basis in Academic Area at IIT Delhi.,26-04-2013,15-04-2013
5456,2948,Purchase of Register ladger type printing of Cash Book and Cashier Day Book,20-02-2013,12-02-2013
5457,2641,Electrochemical Quartz Crystal Microbalance with potentiostat/galvanostat,04-12-2012,03-12-2012
5458,2291,Providing and fixing Tube light fitting and Ceiling fans in false ceiling in DBEBs RNA II Lab Room No. I 130 in Acad area at IIT Delhi.,26-09-2012,12-09-2012
5459,1897,TS-7800 ARM Single Board Computer and Development Kit,22-06-2012,18-06-2012
5460,1441,"NIQ FOR DATABASE SERVER(SUN-V890),APPLICATION SERVER (SUN-T5120),WORKSTATION(SUN ULTRA-24).",09-03-2012,24-02-2012
5461,1026,A.R. & M.O. Building in Hostel Area  (West Campus) during the year 2011-12.  S.H: -Whitewash & Painting work for Common areas in various Hostels at IIT Delhi.,23-12-2011,07-12-2011
5462,697,A.R. & M.O. Building in Academic Area at IIT-Delhi. SH: -Making of wooden Book Rack for Central Library Building in Academic Area at IIT Delhi.,17-10-2011,05-10-2011
5463,34,NIQ FOR A/R & M/O Sanitation external area works during the years 2010-11,05-04-2011,05-04-2011
5464,14052,MAC Laptop,02-03-2021,17-02-2021
5465,13782,"Supply, Installation, Testing and Commissioning of new cold room in Block-I 125 and 301 Academic Area at IIT Delhi.",08-10-2020,24-09-2020
